"Participant"	"Block"	"Episode"	"First_Action"	"first_non_na_index"	"Movement"	"Movement_Words"	"Balance"	"X0_y"	"side"	"correct_key"	"optimal_key"	"Tic"	"Time_of_Action"	"Time_of_Episode"
10	1	1	"MOVE_LEFT"	36	0	"normal"	0	288.055130004883	"left"	"correct"	TRUE	51	1.02	2.1
10	1	2	"MOVE_LEFT"	24	0	"normal"	0	278.198287963867	"left"	"correct"	TRUE	39	0.78	2
10	1	3	"MOVE_RIGHT"	28	1	"inverted"	0	180.169189453125	"left"	"correct"	FALSE	43	0.86	2.76
10	1	4	"MOVE_RIGHT"	27	0	"normal"	0	247.146911621094	"left"	"incorrect"	FALSE	42	0.84	3.46
10	1	5	"MOVE_LEFT"	37	1	"inverted"	0	-51.0231628417969	"right"	"correct"	TRUE	52	1.04	2.42
10	1	6	"MOVE_LEFT"	35	0	"normal"	0	237.760528564453	"left"	"correct"	TRUE	50	1	1.86
10	1	7	"MOVE_RIGHT"	35	1	"inverted"	0	-176.170989990234	"right"	"incorrect"	FALSE	50	1	1.9
10	1	8	"MOVE_LEFT"	44	0	"normal"	0	206.038314819336	"left"	"correct"	TRUE	59	1.18	1.86
10	1	9	"MOVE_LEFT"	31	0	"normal"	0	202.44580078125	"left"	"correct"	TRUE	46	0.92	1.66
10	1	10	"MOVE_LEFT"	24	0	"normal"	0	186.134826660156	"left"	"correct"	TRUE	39	0.78	1.5
10	1	11	"MOVE_RIGHT"	30	1	"inverted"	0	-77.7663421630859	"right"	"incorrect"	FALSE	45	0.9	2.76
10	1	12	"MOVE_RIGHT"	38	0	"normal"	0	-55.6531524658203	"right"	"correct"	FALSE	53	1.06	1.6
10	1	13	"MOVE_RIGHT"	29	0	"normal"	0	-146.823440551758	"right"	"correct"	FALSE	44	0.88	2.78
10	1	14	"MOVE_LEFT"	41	0	"normal"	0	108.460479736328	"left"	"correct"	TRUE	56	1.12	1.64
10	1	16	"MOVE_RIGHT"	31	1	"inverted"	0	217.751907348633	"left"	"correct"	FALSE	46	0.92	4.08
10	1	17	"MOVE_RIGHT"	36	0	"normal"	0	-210.627197265625	"right"	"correct"	FALSE	51	1.02	2.22
10	1	18	"MOVE_LEFT"	34	0	"normal"	0	225.703033447266	"left"	"correct"	TRUE	49	0.98	1.88
10	1	19	"MOVE_LEFT"	27	0	"normal"	0	159.962753295898	"left"	"correct"	TRUE	42	0.84	1.46
10	1	20	"MOVE_LEFT"	27	0	"normal"	0	149.691467285156	"left"	"correct"	TRUE	42	0.84	1.5
