"Participant"	"Block"	"Episode"	"First_Action"	"first_non_na_index"	"Movement"	"Movement_Words"	"Balance"	"X0_y"	"side"	"correct_key"	"optimal_key"	"Tic"	"Time_of_Action"	"Time_of_Episode"
1	3	1	"MOVE_LEFT"	26	0	"normal"	0	124.892059326172	"left"	TRUE	TRUE	41	0.82	1.28
1	3	2	"MOVE_LEFT"	21	0	"normal"	0	-173.517669677734	"right"	FALSE	TRUE	36	0.72	2.3
1	3	3	"MOVE_RIGHT"	17	0	"normal"	0	-195.890213012695	"right"	TRUE	FALSE	32	0.64	1.46
1	3	4	"MOVE_RIGHT"	15	0	"normal"	0	283.150756835938	"left"	FALSE	FALSE	30	0.6	2.18
1	3	5	"MOVE_LEFT"	21	0	"normal"	0	-147.985687255859	"right"	FALSE	TRUE	36	0.72	2.24
1	3	6	"MOVE_RIGHT"	17	0	"normal"	0	171.964553833008	"left"	FALSE	FALSE	32	0.64	2.02
1	3	7	"MOVE_LEFT"	38	0	"normal"	0	-34.9277954101562	"right"	FALSE	TRUE	53	1.06	2.06
1	3	8	"MOVE_RIGHT"	20	0	"normal"	0	236.349639892578	"left"	FALSE	FALSE	35	0.7	2.32
1	3	9	"MOVE_RIGHT"	16	0	"normal"	0	249.569198608398	"left"	FALSE	FALSE	31	0.62	2.26
1	3	10	"MOVE_LEFT"	18	0	"normal"	0	-27.4931488037109	"right"	FALSE	TRUE	33	0.66	1.74
1	3	11	"MOVE_RIGHT"	18	1	"inverted"	0	253.473892211914	"left"	TRUE	FALSE	33	0.66	2.16
1	3	12	"MOVE_RIGHT"	23	0	"normal"	0	196.643005371094	"left"	FALSE	FALSE	38	0.76	2.14
1	3	13	"MOVE_LEFT"	23	1	"inverted"	0	209.681716918945	"left"	FALSE	TRUE	38	0.76	1.42
1	3	14	"MOVE_LEFT"	23	1	"inverted"	0	-89.4193115234375	"right"	TRUE	TRUE	38	0.76	2.1
1	3	15	"MOVE_LEFT"	19	0	"normal"	0	-39.1597137451172	"right"	FALSE	TRUE	34	0.68	1.68
1	3	16	"MOVE_LEFT"	20	1	"inverted"	0	-143.737045288086	"right"	TRUE	TRUE	35	0.7	2.24
1	3	17	"MOVE_LEFT"	19	1	"inverted"	0	259.403793334961	"left"	FALSE	TRUE	34	0.68	1.5
1	3	18	"MOVE_RIGHT"	21	0	"normal"	0	86.0987854003906	"left"	FALSE	FALSE	36	0.72	1.74
1	3	19	"MOVE_LEFT"	26	0	"normal"	0	157.417343139648	"left"	TRUE	TRUE	41	0.82	1.48
1	3	20	"MOVE_LEFT"	19	0	"normal"	0	-89.6212615966797	"right"	FALSE	TRUE	34	0.68	1.9
1	3	21	"MOVE_LEFT"	20	1	"inverted"	0	-115.021530151367	"right"	TRUE	TRUE	35	0.7	1.94
1	3	22	"MOVE_RIGHT"	25	1	"inverted"	0	264.764724731445	"left"	TRUE	FALSE	40	0.8	2.34
1	3	23	"MOVE_RIGHT"	21	0	"normal"	0	193.26123046875	"left"	FALSE	FALSE	36	0.72	2.06
1	3	24	"MOVE_RIGHT"	21	0	"normal"	0	156.519546508789	"left"	FALSE	FALSE	36	0.72	2
1	3	25	"MOVE_RIGHT"	14	0	"normal"	0	234.475250244141	"left"	FALSE	FALSE	29	0.58	2.12
1	3	26	"MOVE_LEFT"	16	0	"normal"	0	108.917175292969	"left"	TRUE	TRUE	31	0.62	1.06
1	3	27	"MOVE_RIGHT"	19	1	"inverted"	0	-43.4214782714844	"right"	FALSE	FALSE	34	0.68	1.24
1	3	28	"MOVE_RIGHT"	21	1	"inverted"	0	-27.7447052001953	"right"	FALSE	FALSE	36	0.72	1.14
1	3	29	"MOVE_RIGHT"	24	1	"inverted"	0	-170.882858276367	"right"	FALSE	FALSE	39	0.78	1.52
1	3	30	"MOVE_LEFT"	20	0	"normal"	0	114.104064941406	"left"	TRUE	TRUE	35	0.7	1.16
