"Participant"	"Block"	"Episode"	"First_Action"	"first_non_na_index"	"Movement"	"Movement_Words"	"Balance"	"X0_y"	"side"	"correct_key"	"optimal_key"	"Tic"	"Time_of_Action"	"Time_of_Episode"
1	2	1	"MOVE_LEFT"	25	0	"normal"	0	223.605651855469	"left"	TRUE	TRUE	40	0.8	1.58
1	2	2	"MOVE_LEFT"	21	0	"normal"	0	294.457153320312	"left"	TRUE	TRUE	36	0.72	1.64
1	2	3	"MOVE_RIGHT"	28	1	"inverted"	0	-101.860229492188	"right"	FALSE	FALSE	43	0.86	1.9
1	2	4	"MOVE_RIGHT"	22	1	"inverted"	0	-114.426879882812	"right"	FALSE	FALSE	37	0.74	1.38
1	2	5	"MOVE_LEFT"	24	0	"normal"	0	131.296981811523	"left"	TRUE	TRUE	39	0.78	1.3
1	2	6	"MOVE_RIGHT"	23	1	"inverted"	0	182.724105834961	"left"	TRUE	FALSE	38	0.76	2.22
1	2	7	"MOVE_LEFT"	24	1	"inverted"	0	-139.216445922852	"right"	TRUE	TRUE	39	0.78	2.38
1	2	8	"MOVE_RIGHT"	23	1	"inverted"	0	-67.9405059814453	"right"	FALSE	FALSE	38	0.76	1.3
1	2	9	"MOVE_LEFT"	25	0	"normal"	0	121.858062744141	"left"	TRUE	TRUE	40	0.8	1.36
1	2	10	"MOVE_RIGHT"	25	1	"inverted"	0	247.673843383789	"left"	TRUE	FALSE	40	0.8	2.48
1	2	11	"MOVE_LEFT"	39	0	"normal"	0	-190.170562744141	"right"	FALSE	TRUE	54	1.08	2.86
1	2	12	"MOVE_LEFT"	216	0	"normal"	0	162.178802490234	"left"	TRUE	TRUE	231	4.62	5.34
1	2	13	"MOVE_LEFT"	22	0	"normal"	0	89.6900024414062	"left"	TRUE	TRUE	37	0.74	1.22
1	2	14	"MOVE_RIGHT"	21	1	"inverted"	0	-180.749771118164	"right"	FALSE	FALSE	36	0.72	1.52
1	2	15	"MOVE_LEFT"	22	0	"normal"	0	106.659973144531	"left"	TRUE	TRUE	37	0.74	1.18
1	2	16	"MOVE_RIGHT"	19	1	"inverted"	0	-18.0256042480469	"right"	FALSE	FALSE	34	0.68	2.02
1	2	17	"MOVE_RIGHT"	21	1	"inverted"	0	293.399780273438	"left"	TRUE	FALSE	36	0.72	3.08
1	2	18	"MOVE_LEFT"	22	0	"normal"	0	76.1358337402344	"left"	TRUE	TRUE	37	0.74	1.16
1	2	19	"MOVE_RIGHT"	24	1	"inverted"	0	-120.281845092773	"right"	FALSE	FALSE	39	0.78	1.82
1	2	20	"MOVE_RIGHT"	24	1	"inverted"	0	-121.386825561523	"right"	FALSE	FALSE	39	0.78	1.76
1	2	21	"MOVE_RIGHT"	22	1	"inverted"	0	-71.616455078125	"right"	FALSE	FALSE	37	0.74	1.2
1	2	23	"MOVE_RIGHT"	28	1	"inverted"	0	-81.8625793457031	"right"	FALSE	FALSE	43	0.86	1.42
1	2	24	"MOVE_RIGHT"	22	1	"inverted"	0	-168.559844970703	"right"	FALSE	FALSE	37	0.74	1.48
1	2	25	"MOVE_RIGHT"	23	1	"inverted"	0	-227.676254272461	"right"	FALSE	FALSE	38	0.76	1.64
1	2	26	"MOVE_RIGHT"	23	1	"inverted"	0	-97.4909362792969	"right"	FALSE	FALSE	38	0.76	1.28
1	2	27	"MOVE_RIGHT"	23	1	"inverted"	0	-137.417556762695	"right"	FALSE	FALSE	38	0.76	1.44
1	2	28	"MOVE_LEFT"	28	0	"normal"	0	213.907043457031	"left"	TRUE	TRUE	43	0.86	1.6
1	2	29	"MOVE_RIGHT"	19	1	"inverted"	0	-86.6853637695312	"right"	FALSE	FALSE	34	0.68	1.16
1	2	30	"MOVE_LEFT"	18	0	"normal"	0	-206.337631225586	"right"	FALSE	TRUE	33	0.66	2.58
