"Participant"	"Block"	"Episode"	"First_Action"	"first_non_na_index"	"Movement"	"Movement_Words"	"Balance"	"X0_y"	"side"	"correct_key"	"optimal_key"	"Tic"	"Time_of_Action"	"Time_of_Episode"
4	4	1	"MOVE_LEFT"	18	1	"inverted"	0	-235.597106933594	"right"	TRUE	TRUE	33	0.66	2.4
4	4	2	"MOVE_LEFT"	22	0	"normal"	0	157.776077270508	"left"	TRUE	TRUE	37	0.74	1.26
4	4	3	"MOVE_LEFT"	18	0	"normal"	0	250.661666870117	"left"	TRUE	TRUE	33	0.66	1.4
4	4	4	"MOVE_LEFT"	19	0	"normal"	0	-41.3961486816406	"right"	FALSE	TRUE	34	0.68	1.72
4	4	5	"MOVE_RIGHT"	17	1	"inverted"	0	234.486389160156	"left"	TRUE	FALSE	32	0.64	2.14
4	4	6	"MOVE_RIGHT"	14	0	"normal"	0	251.043395996094	"left"	FALSE	FALSE	29	0.58	2.1
4	4	7	"MOVE_RIGHT"	15	1	"inverted"	0	243.527069091797	"left"	TRUE	FALSE	30	0.6	2.12
4	4	8	"MOVE_RIGHT"	12	0	"normal"	0	147.356826782227	"left"	FALSE	FALSE	27	0.54	2.2
4	4	9	"MOVE_RIGHT"	22	1	"inverted"	0	-195.972473144531	"right"	FALSE	FALSE	37	0.74	1.56
4	4	10	"MOVE_LEFT"	16	0	"normal"	0	-126.590713500977	"right"	FALSE	TRUE	31	0.62	2
4	4	11	"MOVE_LEFT"	17	0	"normal"	0	-93.4448089599609	"right"	FALSE	TRUE	32	0.64	1.98
4	4	12	"MOVE_RIGHT"	18	0	"normal"	0	210.761917114258	"left"	FALSE	FALSE	33	0.66	2.26
4	4	13	"MOVE_RIGHT"	21	1	"inverted"	0	-111.558135986328	"right"	FALSE	FALSE	36	0.72	1.32
4	4	14	"MOVE_RIGHT"	19	1	"inverted"	0	-11.8396453857422	"right"	FALSE	FALSE	34	0.68	1.1
4	4	15	"MOVE_LEFT"	17	0	"normal"	0	230.467239379883	"left"	TRUE	TRUE	32	0.64	1.36
4	4	16	"MOVE_RIGHT"	19	1	"inverted"	0	-107.495056152344	"right"	FALSE	FALSE	34	0.68	1.28
4	4	17	"MOVE_LEFT"	18	0	"normal"	0	169.950759887695	"left"	TRUE	TRUE	33	0.66	1.44
4	4	18	"MOVE_LEFT"	27	0	"normal"	0	269.545547485352	"left"	TRUE	TRUE	42	0.84	1.68
4	4	19	"MOVE_LEFT"	17	0	"normal"	0	126.262405395508	"left"	TRUE	TRUE	32	0.64	1.14
4	4	20	"MOVE_RIGHT"	22	1	"inverted"	0	-52.9356842041016	"right"	FALSE	FALSE	37	0.74	1.2
4	4	21	"MOVE_LEFT"	16	0	"normal"	0	182.30615234375	"left"	TRUE	TRUE	31	0.62	1.24
4	4	22	"MOVE_RIGHT"	15	1	"inverted"	0	-132.981704711914	"right"	FALSE	FALSE	30	0.6	1.26
4	4	23	"MOVE_LEFT"	15	0	"normal"	0	-76.1665954589844	"right"	FALSE	TRUE	30	0.6	1.84
4	4	24	"MOVE_RIGHT"	18	1	"inverted"	0	-203.583358764648	"right"	FALSE	FALSE	33	0.66	1.48
4	4	25	"MOVE_RIGHT"	15	1	"inverted"	0	195.990036010742	"left"	TRUE	FALSE	30	0.6	2.12
4	4	26	"MOVE_LEFT"	15	0	"normal"	0	98.5904083251953	"left"	TRUE	TRUE	30	0.6	1.02
4	4	27	"MOVE_LEFT"	14	0	"normal"	0	-184.153305053711	"right"	FALSE	TRUE	29	0.58	2.08
4	4	28	"MOVE_RIGHT"	15	1	"inverted"	0	-109.361068725586	"right"	FALSE	FALSE	30	0.6	1.24
4	4	29	"MOVE_RIGHT"	17	1	"inverted"	0	-131.837661743164	"right"	FALSE	FALSE	32	0.64	1.32
