"Participant"	"Block"	"Episode"	"First_Action"	"first_non_na_index"	"Movement"	"Movement_Words"	"Balance"	"X0_y"	"side"	"correct_key"	"optimal_key"	"Tic"	"Time_of_Action"	"Time_of_Episode"
7	2	1	"MOVE_RIGHT"	31	0	"normal"	0	191.173751831055	"left"	"incorrect"	FALSE	46	0.92	3.74
7	2	2	"MOVE_RIGHT"	38	0	"normal"	0	122.692398071289	"left"	"incorrect"	FALSE	53	1.06	2.4
7	2	4	"MOVE_LEFT"	26	0	"normal"	0	167.348266601562	"left"	"correct"	TRUE	41	0.82	1.52
7	2	5	"MOVE_LEFT"	27	0	"normal"	0	99.7299041748047	"left"	"correct"	TRUE	42	0.84	2.3
7	2	6	"MOVE_LEFT"	34	0	"normal"	0	285.451965332031	"left"	"correct"	TRUE	49	0.98	2.9
7	2	7	"MOVE_RIGHT"	24	1	"inverted"	0	-128.859771728516	"right"	"incorrect"	FALSE	39	0.78	3.08
7	2	8	"MOVE_LEFT"	25	0	"normal"	0	-149.731887817383	"right"	"incorrect"	TRUE	40	0.8	2.32
7	2	9	"MOVE_RIGHT"	22	1	"inverted"	0	113.617691040039	"left"	"correct"	FALSE	37	0.74	2.48
7	2	10	"MOVE_RIGHT"	29	0	"normal"	0	89.7807159423828	"left"	"incorrect"	FALSE	44	0.88	3.56
7	2	11	"MOVE_RIGHT"	31	1	"inverted"	0	-220.937927246094	"right"	"incorrect"	FALSE	46	0.92	2.62
7	2	12	"MOVE_LEFT"	28	0	"normal"	0	155.08171081543	"left"	"correct"	TRUE	43	0.86	1.66
7	2	13	"MOVE_RIGHT"	30	1	"inverted"	0	282.181198120117	"left"	"correct"	FALSE	45	0.9	3.46
7	2	14	"MOVE_LEFT"	45	0	"normal"	0	-235.953750610352	"right"	"incorrect"	TRUE	60	1.2	3.26
7	2	15	"MOVE_LEFT"	63	0	"normal"	0	-152.244216918945	"right"	"incorrect"	TRUE	78	1.56	2.76
7	2	16	"MOVE_LEFT"	29	0	"normal"	0	114.704895019531	"left"	"correct"	TRUE	44	0.88	2.3
7	2	17	"MOVE_RIGHT"	28	1	"inverted"	0	137.824310302734	"left"	"correct"	FALSE	43	0.86	4.2
7	2	18	"MOVE_LEFT"	34	0	"normal"	0	275.466552734375	"left"	"correct"	TRUE	49	0.98	1.92
7	2	19	"MOVE_LEFT"	25	0	"normal"	0	143.912567138672	"left"	"correct"	TRUE	40	0.8	1.58
7	2	20	"MOVE_LEFT"	31	0	"normal"	0	-36.5743560791016	"right"	"incorrect"	TRUE	46	0.92	2.52
7	2	21	"MOVE_LEFT"	28	1	"inverted"	0	177.965225219727	"left"	"incorrect"	TRUE	43	0.86	2.76
7	2	22	"MOVE_LEFT"	35	0	"normal"	0	228.914169311523	"left"	"correct"	TRUE	50	1	2.02
7	2	23	"MOVE_RIGHT"	28	1	"inverted"	0	-85.9870300292969	"right"	"incorrect"	FALSE	43	0.86	2.32
7	2	24	"MOVE_RIGHT"	32	1	"inverted"	0	-76.5512847900391	"right"	"incorrect"	FALSE	47	0.94	2.42
7	2	25	"MOVE_RIGHT"	29	1	"inverted"	0	-181.205017089844	"right"	"incorrect"	FALSE	44	0.88	3.34
7	2	26	"MOVE_RIGHT"	27	0	"normal"	0	-31.2423095703125	"right"	"correct"	FALSE	42	0.84	3.84
7	2	27	"MOVE_LEFT"	29	0	"normal"	0	75.097412109375	"left"	"correct"	TRUE	44	0.88	2.08
7	2	28	"MOVE_LEFT"	32	0	"normal"	0	-29.3003692626953	"right"	"incorrect"	TRUE	47	0.94	3.32
7	2	29	"MOVE_RIGHT"	32	0	"normal"	0	-134.970748901367	"right"	"correct"	FALSE	47	0.94	3.78
7	2	30	"MOVE_LEFT"	41	1	"inverted"	0	294.821716308594	"left"	"incorrect"	TRUE	56	1.12	3.16
